source,target,weight
6198,8805,1
6198,2005,1
6198,8424,1
6198,5888,1
6198,4138,1
6198,3153,1
6198,3369,1
6198,355,1
6198,6911,1
6198,4187,1
6198,7466,1
6198,1241,1
6198,4272,1
6198,6980,1
6198,6608,1
6198,2695,1
6198,9522,1
6198,5810,1
6198,6236,1
6198,3032,1
6198,4025,1
6198,4703,1
6198,9428,1
3243,5630,1
3243,4852,1
3243,4750,1
3243,4259,1
3243,2663,1
3243,9411,1
3243,4718,1
3243,7918,1
3243,3239,1
3243,6823,1
3243,6217,1
3243,9093,1
3243,4109,1
3243,6633,1
3243,410,1
3243,6581,1
3243,6841,1
3243,2263,1
3243,70,1
3243,6367,1
3243,6200,1
503,3663,1
503,7351,1
503,4792,1
503,4917,1
503,1345,1
503,1072,1
503,2635,1
503,6846,1
503,9548,1
503,6609,1
503,1528,1
503,6445,1
503,7645,1
503,9378,1
503,7252,1
503,9027,1
503,4653,1
503,6293,1
503,5699,1
503,4464,1
503,6971,1
503,1645,1
503,2494,1
503,3129,1
503,5866,1
503,1221,1
503,290,1
503,8250,1
503,9086,1
503,8601,1
503,8264,1
503,4742,1
503,8030,1
503,3279,1
503,7652,1
503,2833,1
503,331,1
503,8515,1
503,4165,1
503,7138,1
503,4311,1
503,9866,1
503,9086,1
503,7084,1
503,8716,1
503,6490,1
503,2167,1
503,4045,1
503,4909,1
503,3486,1
503,9177,1
503,8718,1
5943,243,1
5943,1691,1
5943,6436,1
5943,3204,1
5943,5584,1
5943,6366,1
5943,6990,1
5943,1057,1
5943,765,1
5943,1969,1
5943,2241,1
5943,1319,1
5943,2321,1
5943,8515,1
5943,8732,1
5943,6004,1
5943,2300,1
5943,1729,1
5943,5014,1
5943,7647,1
5943,1192,1
5943,6402,1
5943,9595,1
5943,4417,1
5943,6635,1
5943,254,1
5943,5760,1
5943,9824,1
5943,5501,1
5943,2529,1
5943,7548,1
5943,6185,1
5943,6615,1
5943,6820,1
5943,854,1
5943,4387,1
5943,1107,1
5943,9336,1
5943,6351,1
5943,6366,1
5943,5791,1
5943,3701,1
5943,1515,1
5943,2020,1
6276,481,1
6276,5815,1
6276,3493,1
6276,10322,1
6276,365,1
3871,4158,1
3871,1937,1
3871,4819,1
3871,4854,1
3871,7842,1
3871,9922,1
3434,6062,1
3434,1207,1
3434,8037,1
3434,2898,1
3434,4879,1
3434,3222,1
3434,7825,1
3434,251,1
3434,7711,1
3434,2844,1
3434,5258,1
3434,5413,1
3434,9719,1
3434,5936,1
3434,6573,1
3434,9105,1
3434,6228,1
3434,60,1
3434,3526,1
3434,1672,1
3434,8455,1
3434,4857,1
3434,4461,1
3434,5720,1
3434,8347,1
3434,2745,1
3434,796,1
3434,8391,1
3434,8264,1
3434,4267,1
3434,2795,1
3434,7710,1
3434,3533,1
3434,9944,1
3434,2970,1
3434,1040,1
3434,3063,1
3434,9112,1
3434,2850,1
3434,2027,1
3369,8277,1
3369,8805,1
3369,2005,1
3369,8424,1
3369,5888,1
3369,4138,1
3369,3153,1
3369,355,1
3369,6198,1
3369,6911,1
3369,4187,1
3369,7466,1
3369,1241,1
3369,4272,1
3369,6980,1
3369,6608,1
3369,2695,1
3369,9522,1
3369,5810,1
3369,6236,1
3369,3032,1
3369,4025,1
3369,4703,1
3369,9428,1
3369,6947,1
3369,7351,1
3369,2402,1
3369,10234,1
3369,3190,1
3369,2505,1
3369,5354,1
3369,2129,1
3369,6819,1
3369,6963,1
3369,353,1
3369,956,1
3369,247,1
3369,3091,1
3369,2521,1
3369,670,1
3369,7466,1
3369,9042,1
3369,4935,1
3369,2999,1
3369,2878,1
3369,405,1
3369,1546,1
3369,7420,1
3369,6175,1
3369,5404,1
3369,5663,1
3369,6980,1
3369,2223,1
3369,8576,1
3369,6236,1
3369,3032,1
3369,6841,1
3369,174,1
3369,9428,1
3369,5323,1
9022,2347,1
9022,8061,1
9022,4626,1
9022,1739,1
9022,1048,1
9022,8634,1
9022,2664,1
9022,8085,1
9022,3104,1
9022,8476,1
9022,2647,1
9022,7845,1
9022,9693,1
9022,9942,1
9022,5729,1
9022,4907,1
10027,6053,1
10027,6423,1
10027,6297,1
10027,208,1
10027,2857,1
10027,3598,1
10027,9878,1
10027,3193,1
10027,2794,1
10027,1471,1
10027,3528,1
10027,3260,1
10027,4435,1
10027,7782,1
10027,6656,1
10027,607,1
10027,7621,1
10027,9430,1
10027,911,1
10027,5685,1
10027,20,1
10027,1546,1
10027,4962,1
10027,9044,1
10027,9653,1
10027,8603,1
10027,8027,1
10027,1446,1
10027,3237,1
10027,8444,1
10027,8901,1
10027,5511,1
10027,5904,1
10027,8009,1
10027,2525,1
10027,5505,1
10027,2232,1
10027,1035,1
10027,1900,1
10027,9691,1
10027,1388,1
10027,9869,1
10027,7781,1
10027,793,1
1655,1336,1
1655,9018,1
1655,4792,1
1655,8878,1
1655,9119,1
1655,6873,1
1655,288,1
1655,662,1
1655,4117,1
1655,1161,1
1655,7600,1
1655,520,1
1655,6937,1
1655,6509,1
1655,1848,1
1655,8878,1
1655,5492,1
1655,996,1
1655,888,1
1655,7686,1
1655,6387,1
1655,1178,1
1655,4740,1
1655,1496,1
1655,4333,1
1655,6936,1
1655,3771,1
1655,8438,1
1655,8519,1
1655,3838,1
1655,8285,1
1655,4487,1
1655,1424,1
1655,382,1
1655,5896,1
3509,181,1
3509,4757,1
3509,9229,1
3509,9717,1
3509,755,1
3509,8024,1
3509,2751,1
3509,6705,1
3509,7562,1
3509,577,1
3509,1701,1
3509,249,1
3509,5264,1
3509,4856,1
3509,6910,1
3509,1999,1
3509,10124,1
3509,4649,1
3509,6345,1
3509,3508,1
3509,9112,1
3509,3230,1
3509,2198,1
3509,4704,1
3509,1257,1
3509,7803,1
3509,139,1
3509,3021,1
3509,7412,1
3509,5176,1
3509,6674,1
3509,5266,1
3509,7804,1
3509,7156,1
3509,5255,1
3509,7062,1
3509,7332,1
3509,6136,1
3509,3761,1
3509,1108,1
3509,7614,1
3509,6933,1
3509,9163,1
5205,4961,1
5205,2871,1
5205,7064,1
5205,3234,1
5205,2009,1
5205,9985,1
5205,6246,1
5205,8383,1
5205,2000,1
5205,4961,1
5205,3635,1
5205,5770,1
5205,4989,1
5205,9682,1
5205,2009,1
5205,9976,1
5205,5659,1
5205,3017,1
5205,9008,1
5205,8383,1
5205,1748,1
5205,8553,1
5205,3991,1
5205,3096,1
5205,2555,1
5205,3635,1
5205,149,1
5205,9904,1
5205,6108,1
5205,6319,1
5205,68,1
5205,6899,1
5205,9364,1
5205,5664,1
5205,5659,1
5205,8383,1
5205,8422,1
5205,961,1
5205,7572,1
5205,8911,1
5205,5760,1
5205,7326,1
5205,4860,1
8256,4776,1
8256,9008,1
8256,9217,1
8256,661,1
8256,2219,1
8256,5656,1
8256,7761,1
8256,9817,1
8256,8186,1
8256,5334,1
8256,2283,1
8256,1458,1
8256,1710,1
8256,5467,1
8256,6740,1
8256,6555,1
8256,7225,1
8256,7878,1
8256,2661,1
8256,5440,1
3802,6267,1
3802,5587,1
3802,8284,1
3802,7381,1
3802,8868,1
3802,10106,1
3802,1520,1
3802,6564,1
3802,5903,1
3802,4671,1
3802,5923,1
3802,4210,1
3802,5313,1
3802,3531,1
3802,3025,1
3802,4533,1
3802,770,1
3802,314,1
3802,8410,1
3802,1140,1
3802,4651,1
3802,3444,1
3802,4310,1
3802,3755,1
3802,5734,1
3802,3059,1
3802,4886,1
5713,2147,1
5713,1025,1
5713,7523,1
5713,986,1
5713,5463,1
5713,8928,1
5713,7919,1
5713,10080,1
5713,7869,1
5713,450,1
5713,6574,1
5713,2050,1
5713,1316,1
5713,1935,1
5713,4046,1
5713,3581,1
5713,4523,1
5713,4092,1
5713,126,1
5713,9646,1
5713,9464,1
5713,6182,1
5713,4053,1
5713,108,1
5713,9603,1
5713,4644,1
5713,490,1
5713,1215,1
5713,9398,1
5713,5279,1
5713,8786,1
5713,1723,1
5713,8166,1
5713,5473,1
5713,7269,1
9871,1996,1
9871,261,1
9871,9474,1
9871,3687,1
9871,9627,1
9871,6523,1
9871,6306,1
9871,4550,1
9871,1770,1
9871,8169,1
3452,1855,1
3452,6096,1
3452,2857,1
3452,6058,1
3452,2794,1
3452,7437,1
3452,6376,1
3452,607,1
3452,10048,1
3452,6696,1
3452,9407,1
3452,6904,1
3452,8087,1
3452,9296,1
3452,3836,1
3452,5051,1
3452,5376,1
3452,6420,1
3452,3107,1
3452,3534,1
3452,5755,1
3452,4164,1
3452,4875,1
3452,4596,1
3452,4276,1
3452,4813,1
3452,5021,1
3452,4882,1
3452,5511,1
3452,8009,1
3452,3988,1
3452,860,1
3452,5231,1
3452,7289,1
3452,10346,1
3452,9632,1
3452,1388,1
30,1856,1
30,5915,1
30,2535,1
30,7296,1
30,7860,1
30,2442,1
30,1034,1
30,140,1
30,1431,1
30,5263,1
217,4022,1
217,468,1
217,3963,1
217,4231,1
217,48,1
217,8973,1
217,9528,1
217,9192,1
217,5114,1
217,9017,1
217,5856,1
217,7247,1
217,9381,1
217,8510,1
217,4126,1
217,168,1
217,7247,1
8399,7276,1
8399,3482,1
8399,3482,1
8399,8904,1
8399,7113,1
8399,7786,1
8399,7037,1
8399,8515,1
8399,1932,1
8399,7926,1
8399,6952,1
8399,4756,1
8399,698,1
8399,6977,1
8399,176,1
8399,8718,1
8399,7344,1
8399,1540,1
8399,3398,1
8399,168,1
8399,2592,1
8399,5224,1
8399,1225,1
8399,8031,1
826,1538,1
826,543,1
826,9079,1
826,7369,1
826,9630,1
826,3768,1
826,9686,1
826,9092,1
826,6610,1
826,9491,1
826,8887,1
826,1084,1
826,1307,1
826,6959,1
826,7873,1
826,2068,1
826,601,1
826,10190,1
266,4437,1
266,2531,1
266,7885,1
266,7721,1
266,5493,1
266,4494,1
266,6579,1
266,3009,1
266,8066,1
266,8178,1
266,3580,1
4628,3196,1
4628,3585,1
4628,6686,1
4628,6287,1
4628,1944,1
4628,1536,1
4628,6169,1
4628,8854,1
4628,8445,1
4628,2777,1
4628,3881,1
4628,1766,1
4628,9290,1
5615,7837,1
5615,4013,1
5615,5191,1
5615,4776,1
5615,1322,1
5615,4772,1
5615,5643,1
5615,481,1
5615,7803,1
5615,5003,1
5615,4273,1
5615,4540,1
5615,864,1
5615,8135,1
5615,3936,1
5615,4108,1
5615,9157,1
5615,8420,1
5615,1699,1
5615,1043,1
5615,415,1
5615,4366,1
5615,4155,1
5615,8282,1
5615,7834,1
5615,9216,1
5615,481,1
5615,7803,1
5615,7395,1
5615,1699,1
5615,415,1
5615,4155,1
5615,8282,1
5615,7834,1
5615,9216,1
5615,9020,1
3431,6607,1
3431,7324,1
3431,2798,1
3431,6607,1
3431,7167,1
3431,10125,1
3431,9308,1
9691,6053,1
9691,6423,1
9691,6297,1
9691,208,1
9691,2857,1
9691,3598,1
9691,9878,1
9691,3193,1
9691,2794,1
9691,1471,1
9691,3528,1
9691,3260,1
9691,4435,1
9691,7782,1
9691,6656,1
9691,607,1
9691,7621,1
9691,9430,1
9691,911,1
9691,5685,1
9691,20,1
9691,1546,1
9691,10027,1
9691,4962,1
9691,9044,1
9691,9653,1
9691,8603,1
9691,8027,1
9691,1446,1
9691,3237,1
9691,8444,1
9691,8901,1
9691,5511,1
9691,5904,1
9691,8009,1
9691,2525,1
9691,5505,1
9691,2232,1
9691,1035,1
9691,1900,1
9691,1388,1
9691,9869,1
9691,7781,1
9691,793,1
5734,5926,1
5734,1763,1
5734,10106,1
5734,8545,1
5734,8546,1
5734,5143,1
5734,7898,1
5734,3367,1
5734,258,1
5734,9895,1
5734,3468,1
5734,109,1
5734,4210,1
5734,3556,1
5734,6033,1
5734,6614,1
5734,4886,1
5734,1231,1
5734,3312,1
5734,8872,1
5734,2394,1
5734,5474,1
3971,3352,1
3971,7149,1
3971,6187,1
3971,3107,1
3971,8836,1
3971,4072,1
3971,6121,1
3971,5624,1
3971,6885,1
3971,3879,1
3971,7666,1
3971,10201,1
3971,10177,1
3971,2916,1
3971,7658,1
3971,2285,1
3971,10273,1
3971,9385,1
3971,7247,1
3971,6588,1
3971,5910,1
3971,10149,1
3971,4957,1
3971,9937,1
3971,1785,1
3971,1583,1
3971,5800,1
3971,6272,1
3971,5910,1
3971,10149,1
3971,3777,1
3971,4138,1
3971,3352,1
3971,3107,1
3971,4495,1
3971,5274,1
3971,2993,1
3971,945,1
3971,3720,1
3971,8171,1
3971,7907,1
3971,4333,1
3971,1844,1
3971,10011,1
3971,2240,1
3971,2433,1
3971,3828,1
3971,3987,1
3971,3992,1
3971,6957,1
3971,5604,1
3971,2581,1
3971,8858,1
3971,5970,1
3971,6898,1
3971,7514,1
3971,8293,1
3971,2271,1
3971,2038,1
3971,3409,1
3971,3472,1
3971,1420,1
3971,9360,1
3971,2513,1
3971,945,1
3971,5910,1
3971,10251,1
3971,9764,1
3971,763,1
3971,6878,1
3971,8623,1
3971,8882,1
3971,3828,1
3971,8777,1
3971,2143,1
3971,3107,1
3971,9989,1
3971,4619,1
3971,1954,1
3971,2513,1
3971,5910,1
3971,8651,1
3971,3402,1
3971,3108,1
3971,7587,1
3971,3777,1
3971,3352,1
3971,6121,1
3971,2601,1
3971,1599,1
3971,5991,1
3971,1270,1
3971,6446,1
3971,6515,1
3971,3636,1
3971,7767,1
3971,3107,1
3971,2243,1
3971,4619,1
3971,203,1
3971,4138,1
3971,459,1
3971,7773,1
3971,1762,1
3971,2907,1
3971,4531,1
3971,4072,1
3971,2993,1
3971,3916,1
3971,8122,1
3971,8962,1
3971,7945,1
3971,6177,1
3971,3253,1
3971,7239,1
3971,10293,1
3971,952,1
3971,3589,1
3971,10051,1
3971,8182,1
3971,7688,1
3971,3564,1
3971,2195,1
3971,10107,1
3971,9121,1
3971,1664,1
3971,1073,1
3971,8752,1
3971,5325,1
3971,7284,1
3971,2270,1
3971,2268,1
3971,3288,1
3971,6809,1
3971,2320,1
3971,8367,1
3971,1515,1
3971,1780,1
3971,7851,1
3971,7771,1
3971,4707,1
3971,2159,1
3971,5288,1
3971,4746,1
3971,8341,1
3971,3982,1
3971,7343,1
3971,4524,1
3971,7393,1
3971,593,1
3971,2247,1
3971,8086,1
8095,87,1
8095,3784,1
8095,920,1
8095,7310,1
8095,991,1
8095,9799,1
8095,8362,1
8095,4828,1
8095,5226,1
8095,557,1
8095,8908,1
8095,324,1
8095,3298,1
8095,196,1
8095,6288,1
8095,3784,1
8095,991,1
8095,5138,1
8095,6457,1
8095,6321,1
8095,3954,1
8095,7586,1
8095,3112,1
8095,4539,1
8095,5226,1
8935,10041,1
8935,9007,1
8935,4821,1
8935,4562,1
8935,3627,1
8935,6436,1
8935,804,1
8935,2309,1
8935,8642,1
8935,2071,1
8935,160,1
4389,8700,1
4389,5293,1
4389,7479,1
4389,379,1
4389,7343,1
4389,6889,1
4389,7261,1
4389,2600,1
4389,29,1
4389,5669,1
4389,849,1
4389,2054,1
4389,3497,1
4389,9921,1
4389,2711,1
4389,2159,1
4389,833,1
4389,10222,1
4389,2140,1
4389,810,1
4389,6273,1
4389,4522,1
4389,6602,1
4389,5856,1
4389,4928,1
4389,5823,1
4389,9075,1
4389,1318,1
4389,1639,1
4389,6772,1
4389,10081,1
4389,8547,1
4389,1819,1
4389,2222,1
4389,8138,1
4389,1641,1
4389,2218,1
4389,6378,1
4389,302,1
4389,7496,1
4455,1876,1
4455,5077,1
4455,1581,1
4455,7683,1
4455,9716,1
4455,3898,1
4455,234,1
4455,5077,1
4455,1581,1
4455,8586,1
6539,763,1
6539,6668,1
6539,8516,1
6539,4030,1
6539,10299,1
6539,6800,1
6539,787,1
6539,10239,1
6539,6455,1
6539,9660,1
6539,3195,1
6539,6028,1
6539,8268,1
6539,9030,1
6539,763,1
6539,6668,1
6539,8994,1
6539,4030,1
6539,10299,1
6539,6800,1
6539,6455,1
6539,9660,1
549,6406,1
549,7444,1
549,3405,1
549,5282,1
549,6371,1
549,4655,1
549,2579,1
549,10183,1
549,6185,1
549,10142,1
549,6371,1
549,4655,1
549,10183,1
549,2110,1
2916,9243,1
2916,6671,1
2916,2614,1
2916,3299,1
2916,9512,1
2916,5124,1
2916,1649,1
2916,9302,1
2916,4548,1
2916,3879,1
2916,7666,1
2916,10201,1
2916,10177,1
2916,7658,1
2916,2285,1
2916,10273,1
2916,9385,1
2916,7247,1
2916,6588,1
2916,3971,1
2916,5910,1
2916,10149,1
2916,4957,1
2916,9937,1
2916,1785,1
2916,1583,1
2916,5800,1
2916,6272,1
2565,4397,1
2565,8498,1
2565,3110,1
2565,4866,1
2565,9388,1
2565,1559,1
2565,2793,1
2565,3072,1
2565,3520,1
2565,7942,1
2565,7290,1
2565,7665,1
2565,7613,1
2565,1530,1
2565,4890,1
2565,6538,1
2565,5784,1
2565,8684,1
8977,6870,1
8977,2689,1
8977,7428,1
8977,5287,1
8977,3584,1
8977,5583,1
8977,5887,1
8977,7822,1
8977,4278,1
8977,4412,1
8977,8564,1
8977,9424,1
8977,6751,1
1415,771,1
1415,3130,1
1415,5814,1
1415,1673,1
1415,8003,1
1415,8962,1
1415,6846,1
1415,7133,1
1415,2638,1
1415,386,1
1415,6324,1
1415,9267,1
1415,9573,1
1415,6814,1
1415,8114,1
1415,5223,1
1415,3137,1
1415,3519,1
4116,7384,1
4116,461,1
4116,5172,1
4116,4513,1
4116,4577,1
2699,6551,1
2699,6984,1
2699,7305,1
2699,2918,1
2699,6459,1
2699,939,1
2699,9218,1
2699,4368,1
2699,41,1
2699,4836,1
2699,1940,1
2699,7903,1
2699,341,1
2699,3770,1
2699,4473,1
2699,4405,1
2699,7424,1
2699,8824,1
2699,3229,1
2699,7522,1
2699,7530,1
2699,1235,1
2477,1018,1
2477,2329,1
2477,589,1
2477,10173,1
2477,6328,1
2477,5665,1
2477,1673,1
2477,6526,1
2477,8962,1
2477,8701,1
2477,5570,1
2477,7726,1
2477,2789,1
2477,7241,1
2477,7240,1
2477,3126,1
2477,2329,1
2477,3973,1
2477,3297,1
2477,2836,1
2477,7785,1
2477,8267,1
2477,5513,1
2477,6348,1
2477,9332,1
2477,541,1
2477,8551,1
2477,4869,1
1479,5255,1
1479,3481,1
1479,10068,1
1479,3584,1
1479,6036,1
1479,2526,1
2292,1850,1
2292,5317,1
2292,5298,1
2292,6470,1
2292,1223,1
2292,10144,1
2292,5185,1
2292,8828,1
2292,279,1
2292,2465,1
2292,1425,1
2292,4773,1
2292,6657,1
2292,5530,1
2292,9327,1
2292,6967,1
2292,9980,1
2292,3173,1
2292,6871,1
2292,4161,1
2292,4095,1
2292,8324,1
2292,9175,1
2292,5072,1
2292,6274,1
2292,6657,1
2292,5530,1
2292,7034,1
2292,9327,1
2292,3173,1
2292,4095,1
2292,196,1
2292,8324,1
2292,6137,1
2292,6396,1
2292,9175,1
2292,5072,1
2292,732,1
2292,6468,1
2292,7153,1
2292,6819,1
2292,5670,1
2292,3235,1
2292,3208,1
2292,2110,1
2292,7692,1
2292,5631,1
2292,768,1
2292,7460,1
2292,4735,1
2292,9882,1
2292,6194,1
2292,6847,1
2292,443,1
3723,9503,1
3723,2588,1
3723,7004,1
3723,7757,1
3723,2,1
3723,6869,1
3723,1442,1
3723,6708,1
3723,2459,1
3723,4807,1
3723,9253,1
3723,2776,1
3723,6237,1
3723,9111,1
3723,1749,1
3723,3973,1
3723,7428,1
3723,3297,1
3723,990,1
3723,10273,1
3723,9703,1
3723,7785,1
3723,3020,1
3723,7784,1
3723,7757,1
3723,7759,1
3723,7263,1
3723,10354,1
3723,1535,1
3723,3145,1
3723,8915,1
3723,7817,1
3723,8463,1
3723,5830,1
3723,2603,1
3723,1459,1
3723,1442,1
3723,7817,1
3723,6668,1
3723,2588,1
3723,1442,1
3723,2,1
5102,8321,1
5102,1215,1
5102,44,1
5102,7423,1
5102,8384,1
5102,5994,1
5102,8806,1
5102,3165,1
5102,5272,1
5102,3558,1
5102,1718,1
5102,5465,1
5102,8321,1
5102,7365,1
5102,7476,1
5102,44,1
5102,6939,1
5102,5919,1
5102,10318,1
5102,1886,1
5102,8038,1
5102,4117,1
5102,7600,1
5102,9799,1
5102,5239,1
5102,3558,1
5102,9561,1
5102,4988,1
5102,8824,1
5102,916,1
5102,4302,1
5102,7205,1
5102,4434,1
5102,8672,1
5102,6268,1
5102,3330,1
5102,9928,1
5102,6561,1
5102,6724,1
5102,10165,1
5102,5938,1
5102,4138,1
5102,8851,1
5102,9068,1
5102,9258,1
5102,2580,1
5102,10245,1
5102,5919,1
5102,7423,1
5102,8694,1
5102,8384,1
5102,163,1
5102,7651,1
5102,3567,1
5102,9837,1
5102,1958,1
5102,4117,1
5102,7600,1
5102,4864,1
5102,6820,1
5102,5465,1
5102,5005,1
5102,3244,1
5102,4269,1
5102,5022,1
5102,2590,1
5102,248,1
5102,1511,1
5102,131,1
5102,1631,1
5102,8356,1
5102,2908,1
5102,7423,1
5102,163,1
5102,4668,1
5102,3521,1
5102,647,1
5102,3340,1
5102,407,1
5102,3567,1
5102,6753,1
5102,5272,1
5102,4117,1
5102,7600,1
5102,6820,1
5102,2834,1
5102,6522,1
5102,4416,1
5102,1556,1
5102,6666,1
5102,5465,1
5102,513,1
2467,6358,1
2467,1164,1
2467,5307,1
2467,5597,1
2467,7034,1
2467,9797,1
2467,8921,1
2467,3492,1
2467,5218,1
2467,8433,1
2467,6968,1
2467,5597,1
2467,3214,1
2467,7034,1
2467,3286,1
2467,9797,1
2467,9125,1
2467,6131,1
2467,8921,1
2467,5203,1
2467,1644,1
2467,5695,1
2467,6137,1
2467,9072,1
2467,6396,1
8883,9242,1
8883,2655,1
8883,824,1
8883,889,1
8883,834,1
8883,9751,1
8883,1174,1
8883,9534,1
8883,1421,1
8883,5715,1
8883,4742,1
8883,7332,1
8883,5877,1
3360,7204,1
3360,6821,1
3360,7078,1
3360,9131,1
3360,9607,1
3360,1119,1
3360,7423,1
3360,5979,1
3360,8152,1
3360,38,1
3360,9412,1
3360,2668,1
3360,8549,1
3360,414,1
3360,3616,1
3360,417,1
951,7411,1
951,4728,1
951,8,1
951,9355,1
951,2248,1
951,3716,1
951,10289,1
951,9773,1
951,4435,1
951,2685,1
951,9617,1
951,9668,1
951,8315,1
951,6073,1
951,2733,1
951,4112,1
951,3400,1
951,8413,1
951,185,1
951,5467,1
951,338,1
951,3672,1
951,1610,1
951,1224,1
951,2995,1
951,6207,1
951,2438,1
951,4459,1
951,8477,1
951,8914,1
951,5302,1
951,427,1
951,7886,1
951,1921,1
951,1693,1
951,7616,1
951,1219,1
951,10210,1
951,9556,1
951,167,1
951,358,1
951,2196,1
951,6894,1
951,615,1
951,600,1
951,8507,1
951,5647,1
951,2727,1
951,2435,1
951,1951,1
951,9846,1
951,3021,1
951,8228,1
951,2856,1
951,5821,1
951,3626,1
951,5123,1
951,218,1
951,6975,1
951,3646,1
951,7538,1
951,4036,1
951,7041,1
951,1255,1
951,2645,1
951,681,1
951,2094,1
951,5349,1
951,1248,1
951,8998,1
951,7646,1
951,5101,1
951,3854,1
951,8109,1
951,3176,1
951,9122,1
951,8728,1
951,4692,1
951,222,1
6053,4673,1
6053,79,1
6053,4287,1
6053,8832,1
6053,1737,1
6053,2197,1
6053,2529,1
6053,8276,1
6053,6716,1
6053,8004,1
6053,9168,1
6053,1109,1
9928,6286,1
9928,5602,1
9928,424,1
9928,7199,1
9928,4071,1
9928,9573,1
9928,6561,1
9928,8120,1
9928,4988,1
9928,8824,1
9928,916,1
9928,4302,1
9928,7205,1
9928,4434,1
9928,8672,1
9928,5102,1
9928,6268,1
9928,3330,1
9928,6561,1
9928,6724,1
9928,10165,1
9928,5938,1
9928,8404,1
9928,459,1
9928,6019,1
9928,7773,1
9928,8622,1
9928,9689,1
9928,1024,1
9928,3605,1
9928,9996,1
9928,554,1
9928,1440,1
9928,5294,1
9928,3112,1
9928,1613,1
9928,2129,1
9928,4202,1
9928,3437,1
9928,5579,1
9928,6007,1
9928,3629,1
9928,247,1
9928,925,1
9928,3091,1
9928,2521,1
9928,5091,1
9928,6978,1
9928,432,1
9928,723,1
9928,4272,1
9928,5663,1
9928,7415,1
9928,1184,1
9928,4850,1
9928,7348,1
9928,9109,1
9928,6260,1
9928,4229,1
9928,4201,1
9928,4855,1
9928,5385,1
9928,7550,1
9928,5323,1
10003,5122,1
10003,6839,1
10003,5882,1
10003,9008,1
10003,5299,1
10003,4089,1
10003,7559,1
10003,500,1
10003,3453,1
10003,6740,1
10003,4619,1
10003,1439,1
10003,1273,1
10003,4599,1
10003,5099,1
10003,2420,1
2520,651,1
2520,6818,1
2520,2446,1
2520,6066,1
2520,7933,1
2520,6691,1
2520,3726,1
2520,7042,1
2520,5240,1
2520,8236,1
2520,3554,1
2520,2710,1
2520,8573,1
2520,107,1
2520,3929,1
2520,10250,1
2520,2975,1
2520,9238,1
2520,4537,1
2520,250,1
2520,4261,1
2520,2616,1
2520,4806,1
2520,9886,1
2765,9184,1
2765,2111,1
2765,5248,1
2765,3682,1
2765,6984,1
2765,6715,1
2765,3668,1
2765,8353,1
2765,8239,1
2765,2642,1
2765,7036,1
2765,302,1
2765,366,1
2765,9008,1
2765,3842,1
2765,2071,1
2765,2806,1
2765,487,1
3794,5028,1
3794,2768,1
3794,1149,1
3794,8490,1
3794,6620,1
3794,6704,1
3794,3555,1
3794,8930,1
3794,5359,1
3794,5606,1
3794,9085,1
3794,6520,1
3794,3253,1
3794,8719,1
3794,8821,1
3794,5879,1
3794,8984,1
3794,1854,1
3794,535,1
3794,2853,1
3794,673,1
3794,6113,1
3794,8323,1
3794,7917,1
3794,650,1
3794,4292,1
3794,1220,1
3794,8698,1
3794,5286,1
3794,7008,1
3794,8521,1
3794,2748,1
3794,2895,1
3794,4905,1
3794,6955,1
3794,947,1
3794,8910,1
3794,4878,1
3794,4474,1
3794,3847,1
3794,6320,1
3794,7495,1
3794,4699,1
3794,2106,1
3794,5330,1
3794,697,1
3794,6085,1
3794,3665,1
3794,5701,1
3794,4971,1
3794,767,1
3794,6846,1
3794,4905,1
3794,8482,1
3794,366,1
3794,8281,1
1981,7449,1
1981,2833,1
1981,2382,1
1981,3537,1
1981,6705,1
1981,7451,1
1981,9103,1
1981,3620,1
1981,2045,1
1981,8276,1
1981,927,1
1981,610,1
1981,6283,1
1981,6316,1
1981,818,1
1981,4330,1
1981,4924,1
1981,9971,1
1981,9057,1
1981,8186,1
1981,4178,1
1981,215,1
1981,3555,1
1981,1149,1
1981,793,1
1981,1637,1
1981,9753,1
1981,9637,1
1981,3323,1
1981,6578,1
1981,7862,1
1981,3339,1
1981,6749,1
1981,6641,1
1981,4634,1
1981,9033,1
1981,8618,1
1981,2440,1
1981,1458,1
1981,7987,1
1981,4924,1
1981,4845,1
1981,3724,1
1981,7776,1
1981,6119,1
1981,4357,1
1981,4211,1
1981,5244,1
1981,7456,1
1981,3555,1
1981,793,1
1981,9057,1
1981,7765,1
1981,4925,1
1981,6819,1
4510,6554,1
4510,10049,1
4510,2339,1
9242,2655,1
9242,824,1
9242,889,1
9242,834,1
9242,8883,1
9242,9751,1
9242,1174,1
9242,9534,1
9242,1421,1
9242,5715,1
9242,4742,1
9242,7332,1
9242,5877,1
9242,5116,1
9242,6619,1
8091,8404,1
8091,1444,1
8091,2265,1
8091,9996,1
8091,5718,1
8091,1102,1
8091,7508,1
8091,3659,1
8091,9907,1
8091,1288,1
8091,3736,1
8091,2736,1
8091,1997,1
8091,6596,1
8091,1102,1
8091,3496,1
8091,7508,1
8091,1288,1
5528,789,1
5528,1969,1
5528,6004,1
5528,1729,1
5528,1056,1
5528,1192,1
5528,854,1
5528,1107,1
7990,9684,1
7990,7850,1
7990,1998,1
7990,9883,1
7990,337,1
7990,1277,1
7990,9086,1
7990,172,1
7990,4150,1
7990,8965,1
7990,7733,1
