,Id,Label,timeset,index,componentnumber,modularity_class,Authority,Hub,weighted indegree,weighted outdegree,Weighted Degree,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,dg,closeness,between
1825,1825,treat,,1825.0,0,18,9.8e-05,0.000175,22,38,60,0.257414,0.269307,6925.752462,0.00270244184924235,0.278892684611143,0.00270244184924235
1826,1826,enervate,,1826.0,0,6,6.6e-05,0.0,7,0,7,0.286533,0.302359,29862.275388,0.00366759965254319,0.308379502583522,0.00366759965254319
1827,1827,perturbed,,1827.0,0,14,0.00018899999999999999,0.000184,25,48,73,0.0,0.0,0.0,0.000675610462310587,0.280558936426977,0.000675610462310587
1828,1828,treasure,,1828.0,0,18,0.000359,0.0014730000000000001,17,28,45,0.274745,0.289016,18573.488053,0.00472927323617411,0.292067785707638,0.00472927323617411
1829,1829,undiluted,,1829.0,0,5,0.002612,0.0,8,0,8,0.282179,0.296317,15276.516706,0.00270244184924235,0.321328161365138,0.00270244184924235
1830,1830,unfledged,,1830.0,0,23,3e-06,1e-05,9,11,20,0.0,0.0,0.0,0.000772126242640671,0.281139187309183,0.000772126242640671
1831,1831,hire,,1831.0,0,4,2.7000000000000002e-05,6.1e-05,14,18,32,0.214156,0.221661,0.0,0.00106167358363092,0.247425916464304,0.00106167358363092
1832,1832,catalog,,1832.0,0,4,4.8e-05,0.0,13,0,13,0.270632,0.283639,1529.666165,0.0017372840459415101,0.29810196549084,0.0017372840459415101
1833,1833,generality,,1833.0,0,9,0.000279,0.00022799999999999999,11,16,27,0.0,0.0,0.0,0.000965157803300839,0.281990984715868,0.000965157803300839
1834,1834,undoing,,1834.0,0,14,3.9e-05,0.0,13,0,13,0.267629,0.279927,3934.236729,0.00135122092462117,0.280932770872099,0.00135122092462117
1835,1835,ill-bred,,1835.0,0,11,0.000144,0.00024900000000000004,22,28,50,0.0,0.0,0.0,0.00125470514429109,0.254577800351163,0.00125470514429109
1836,1836,adequately,,1836.0,0,18,0.001558,0.0,10,0,10,0.254753,0.266568,2130.695594,0.00260592606891226,0.287844354184909,0.00260592606891226
1837,1837,invasion,,1837.0,0,6,7.000000000000001e-06,2.3e-05,5,6,11,0.0,0.0,0.0,0.000965157803300839,0.287603956350061,0.000965157803300839
1838,1838,hushed,,1838.0,0,16,5.6000000000000006e-05,0.0,12,0,12,0.218441,0.224788,1909.894238,0.000675610462310587,0.25725296237582,0.000675610462310587
1839,1839,antsy,,1839.0,0,14,0.0037020000000000004,0.004906000000000001,41,54,95,0.0,0.0,0.0,0.000772126242640671,0.273756471356472,0.000772126242640671
1840,1840,slim-jim,,1840.0,0,23,0.001271,0.0,6,0,6,0.295776,0.313691,41758.010089,0.00550139947881478,0.330698518439519,0.00550139947881478
1841,1841,sick,,1841.0,0,11,0.001407,0.001516,21,49,70,0.0,0.0,0.0,0.000579094681980503,0.27714941828658,0.000579094681980503
1842,1842,toy,,1842.0,0,24,8e-06,0.001593,6,54,60,0.294214,0.311833,48314.788726,0.00463275745584403,0.315364379744515,0.00463275745584403
1843,1843,deceptive,,1843.0,0,24,0.000241,0.0,12,0,12,0.297165,0.312753,13129.521604,0.00511533635749445,0.311945821488331,0.00511533635749445
1844,1844,gimcrack,,1844.0,0,11,0.000377,0.0,14,0,14,0.0,0.0,0.0,0.001158189363961,0.291721401594018,0.001158189363961
1845,1845,shred,,1845.0,0,6,0.000442,0.00041600000000000003,41,42,83,0.0,0.0,0.0,0.00135122092462117,0.284860112941532,0.00135122092462117
1846,1846,incentive,,1846.0,0,2,4.5e-05,4.5e-05,8,15,23,0.301615,0.317864,3842.993872,0.00443972589518386,0.316184786559667,0.00443972589518386
1847,1847,fluctuating,,1847.0,0,14,1.8e-05,1.4000000000000001e-05,24,30,54,0.245792,0.254878,119.162432,0.00154425248528134,0.264531718032738,0.00154425248528134
1848,1848,eager,,1848.0,0,14,0.003728,0.0,27,0,27,0.250513,0.261549,13620.167369,0.00250941028858218,0.265517533631051,0.00250941028858218
1849,1849,grease,,1849.0,0,17,0.001201,0.00119,4,6,10,0.0,0.0,0.0,0.00260592606891226,0.298179401277183,0.00260592606891226
1850,1850,mien,,1850.0,0,3,6.7e-05,0.0,7,0,7,0.265048,0.275779,1420.220452,0.000579094681980503,0.282685429761138,0.000579094681980503
1851,1851,fastness,,1851.0,0,6,4e-05,0.0,10,0,10,0.0,0.0,0.0,0.000675610462310587,0.279647611619266,0.000675610462310587
1852,1852,loose,,1852.0,0,11,0.00011599999999999999,0.0,21,0,21,0.0,0.0,0.0,0.000965157803300839,0.277954738378459,0.000965157803300839
1853,1853,apparent,,1853.0,0,5,0.000279,0.0,34,0,34,0.0,0.0,0.0,0.00164076826561142,0.298291324018322,0.00164076826561142
1854,1854,beef,,1854.0,0,0,0.000399,0.0,30,0,30,0.0,0.0,0.0,0.00318502075089277,0.286074868220601,0.00318502075089277
1855,1855,abstract,,1855.0,0,4,0.000192,0.00021600000000000002,35,46,81,0.0,0.0,0.0,0.00212334716726184,0.286003591053944,0.00212334716726184
1856,1856,scintilla,,1856.0,0,6,0.00040199999999999996,0.00040199999999999996,36,38,74,0.261305,0.274549,23505.599052,0.00395714699353344,0.282091082545137,0.00395714699353344
1857,1857,escort,,1857.0,0,3,0.000117,0.0,8,0,8,0.30142,0.317409,45.466481,0.00376411543287327,0.314711113292429,0.00376411543287327
1858,1858,modicum,,1858.0,0,0,0.00029,0.0,8,0,8,0.0,0.0,0.0,0.000675610462310587,0.274753908567606,0.000675610462310587
1859,1859,pooch,,1859.0,0,6,0.0014320000000000001,0.001442,17,19,36,0.0,0.0,0.0,0.000772126242640671,0.295450616754384,0.000772126242640671
1860,1860,rift,,1860.0,0,9,0.00011599999999999999,0.0,6,0,6,0.289176,0.303568,4202.992813,0.00193031560660167,0.302696212014373,0.00193031560660167
1861,1861,gather,,1861.0,0,3,0.00024900000000000004,0.000482,38,50,88,0.0,0.0,0.0,0.000579094681980503,0.292365341749223,0.000579094681980503
1862,1862,capitulate,,1862.0,0,9,4.7e-05,5.7999999999999994e-05,11,18,29,0.293003,0.309865,20327.062839,0.00434321011485377,0.325017986410702,0.00434321011485377
1863,1863,capper,,1863.0,0,9,5.9999999999999995e-05,8.4e-05,13,14,27,0.255547,0.265265,4.95294,0.00125470514429109,0.277835136511687,0.00125470514429109
1864,1864,test,,1864.0,0,9,1.7e-05,0.0,6,0,6,0.259585,0.27051,208.306339,0.00144773670495125,0.28682144745969,0.00144773670495125
1865,1865,retired,,1865.0,0,24,2.8999999999999997e-05,0.000276,9,20,29,0.0,0.0,0.0,0.000482578901650419,0.278892684611143,0.000482578901650419
1866,1866,gentry,,1866.0,0,3,0.001565,0.0,6,0,6,0.261132,0.271724,24523.009427,0.00202683138693176,0.306959285596938,0.00202683138693176
1867,1867,reduplication,,1867.0,0,24,2.5e-05,0.00013000000000000002,16,23,39,0.0,0.0,0.0,0.000579094681980503,0.279905218674322,0.000579094681980503
1868,1868,zealot,,1868.0,0,12,4.2e-05,5.2000000000000004e-05,5,7,12,0.243961,0.254055,4916.864868,0.00202683138693176,0.263903280354831,0.00202683138693176
1869,1869,mandate,,1869.0,0,9,8.9e-05,0.0,7,0,7,0.231337,0.238961,0.0,0.000772126242640671,0.26059483695012,0.000772126242640671
1870,1870,framing,,1870.0,0,9,7.000000000000001e-06,0.00011999999999999999,7,17,24,0.0,0.0,0.0,0.000675610462310587,0.282600369725376,0.000675610462310587
1871,1871,sway,,1871.0,0,4,0.001586,0.0016489999999999999,41,49,90,0.256032,0.266047,7839.90682,0.00164076826561142,0.295535135053081,0.00164076826561142
1872,1872,tailor,,1872.0,0,20,9.1e-05,0.0,16,0,16,0.309212,0.326711,40021.771027,0.00453624167551394,0.332422347514337,0.00453624167551394
1873,1873,guff,,1873.0,0,13,0.000262,0.0,20,0,20,0.0,0.0,0.0,0.00154425248528134,0.285513534049595,0.00154425248528134
1874,1874,accomplish,,1874.0,0,4,0.000129,0.0,7,0,7,0.0,0.0,0.0,0.00193031560660167,0.298489547139654,0.00193031560660167
1875,1875,lap,,1875.0,0,19,8.7e-05,5.2000000000000004e-05,27,39,66,0.0,0.0,0.0,0.000675610462310587,0.293904062929947,0.000675610462310587
1876,1876,absurd,,1876.0,0,10,0.002106,0.0021379999999999997,42,55,97,0.267434,0.279407,23063.706041,0.00376411543287327,0.292026506375627,0.00376411543287327
1877,1877,composition,,1877.0,0,24,6.4e-05,0.0,12,0,12,0.28302,0.29946,4020.263693,0.00472927323617411,0.296970843855656,0.00472927323617411
1878,1878,get-go,,1878.0,0,9,2.9999999999999997e-05,0.0,7,0,7,0.0,0.0,0.0,0.000965157803300839,0.283142536137544,0.000965157803300839
1879,1879,fillip,,1879.0,0,6,0.0012460000000000001,0.001484,56,67,123,0.0,0.0,0.0,0.000675610462310587,0.264274575771272,0.000675610462310587
1880,1880,fertile,,1880.0,0,2,3.2e-05,4.8e-05,10,10,20,0.310382,0.329769,12138.398997,0.00646655728211562,0.333355545676182,0.00646655728211562
1881,1881,persuade,,1881.0,0,9,6.4e-05,9.4e-05,7,11,18,0.22734,0.235228,242.67712,0.001158189363961,0.273502811956968,0.001158189363961
1882,1882,invidiousness,,1882.0,0,1,1.4000000000000001e-05,1.4000000000000001e-05,3,3,6,0.268695,0.281034,17.564555,0.00106167358363092,0.295822859320521,0.00106167358363092
1883,1883,bemired,,1883.0,0,11,0.000469,0.00047400000000000003,35,46,81,0.215199,0.22087,0.0,0.000289547340990251,0.227756210671308,0.000289547340990251
1884,1884,crumb,,1884.0,0,13,0.0008300000000000001,0.000808,92,107,199,0.266101,0.279641,5369.337754,0.00366759965254319,0.282322348975229,0.00366759965254319
1885,1885,intimidating,,1885.0,0,11,0.000533,0.000549,27,42,69,0.315542,0.335829,103172.215216,0.0103271884953189,0.328762147277576,0.0103271884953189
1886,1886,eruption,,1886.0,0,6,7.099999999999999e-05,9e-05,20,24,44,0.273265,0.28793,7705.4559,0.00395714699353344,0.293353258825299,0.00395714699353344
1887,1887,evanesce,,1887.0,0,6,2.6000000000000002e-05,2.8000000000000003e-05,8,10,18,0.274216,0.287297,2171.480859,0.00202683138693176,0.29112950786368,0.00202683138693176
1888,1888,hullabaloo,,1888.0,0,1,0.000174,0.0,25,0,25,0.253681,0.262956,0.0,0.000965157803300839,0.267449045149906,0.000965157803300839
1889,1889,pram,,1889.0,0,19,8e-06,0.0,10,0,10,0.0,0.0,0.0,0.00221986294759193,0.302324175232663,0.00221986294759193
1890,1890,incite,,1890.0,0,1,0.000136,0.000319,17,21,38,0.0,0.0,0.0,0.000965157803300839,0.248610798124186,0.000965157803300839
1891,1891,irruption,,1891.0,0,6,4e-06,2.3e-05,4,6,10,0.27374,0.286658,2799.209386,0.00212334716726184,0.314730288379301,0.00212334716726184
1892,1892,judge,,1892.0,0,4,0.00017900000000000001,0.000151,33,42,75,0.218441,0.224788,0.0,0.000579094681980503,0.253939525503295,0.000579094681980503
1893,1893,bemire,,1893.0,0,11,6.8e-05,7e-05,16,18,34,0.285798,0.302969,42676.126898,0.0035710838722131,0.30291809752384,0.0035710838722131
1894,1894,choleric,,1894.0,0,8,0.002014,0.002187,36,58,94,0.261899,0.273559,0.0,0.0017372840459415101,0.277648464512633,0.0017372840459415101
1895,1895,nob,,1895.0,0,3,0.00046699999999999997,0.0,7,0,7,0.282428,0.298937,17467.76597,0.00559791525914487,0.299484627668441,0.00559791525914487
1896,1896,personalty,,1896.0,0,3,0.00018600000000000002,0.0,9,0,9,0.0,0.0,0.0,0.000675610462310587,0.30137169533403,0.000675610462310587
1897,1897,bilge,,1897.0,0,13,0.000262,0.0,20,0,20,0.0,0.0,0.0,0.000868642022970755,0.287419923104011,0.000868642022970755
1898,1898,be,,1898.0,0,9,0.000283,0.001385,21,26,47,0.0,0.0,0.0,0.00193031560660167,0.298489547139654,0.00193031560660167
1899,1899,yelp,,1899.0,0,0,0.000196,0.00041900000000000005,28,52,80,0.310749,0.326383,25933.866566,0.00260592606891226,0.328250300767342,0.00260592606891226
1900,1900,cessation,,1900.0,0,9,0.00011200000000000001,0.000125,23,25,48,0.28214,0.298644,7290.994245,0.00482578901650419,0.307306256054809,0.00482578901650419
1901,1901,blasted,,1901.0,0,23,0.000718,0.0,25,0,25,0.274164,0.287516,0.0,0.00241289450825209,0.295704316800256,0.00241289450825209
1902,1902,conceive,,1902.0,0,4,0.00032900000000000003,0.000276,51,56,107,0.0,0.0,0.0,0.00193031560660167,0.309506627401976,0.00193031560660167
1903,1903,darken,,1903.0,0,1,8.2e-05,0.000182,24,34,58,0.296881,0.314836,34675.226782,0.00530836791815461,0.311889316388436,0.00530836791815461
1904,1904,freshly,,1904.0,0,18,0.000109,0.000117,6,8,14,0.281752,0.295665,28310.836448,0.00328153653122285,0.311672903009339,0.00328153653122285
1905,1905,lug,,1905.0,0,9,0.000365,0.000344,18,29,47,0.245316,0.254825,0.0,0.000772126242640671,0.262049049209886,0.000772126242640671
1906,1906,ahead,,1906.0,0,9,6e-06,0.000215,7,18,25,0.287804,0.302925,39827.047606,0.00308850497056268,0.30947881241539,0.00308850497056268
1907,1907,envision,,1907.0,0,24,0.000117,0.00011100000000000001,15,15,30,0.237644,0.246535,5105.612336,0.00135122092462117,0.283788092408816,0.00135122092462117
1908,1908,utmost,,1908.0,0,17,0.001948,0.0021219999999999998,22,34,56,0.25702,0.268276,0.0,0.00154425248528134,0.276082889258433,0.00154425248528134
1909,1909,however,,1909.0,0,9,8e-06,0.0,7,0,7,0.279715,0.293261,86079.182981,0.00250941028858218,0.298808981201208,0.00250941028858218
1910,1910,exhilaration,,1910.0,0,23,0.000184,0.0,7,0,7,0.0,0.0,0.0,0.000675610462310587,0.248002057662591,0.000675610462310587
1911,1911,clotted,,1911.0,0,23,2.6000000000000002e-05,0.0,6,0,6,0.0,0.0,0.0,0.000675610462310587,0.294902423956684,0.000675610462310587
1912,1912,counterfeit,,1912.0,0,24,0.000145,0.0,32,0,32,0.0,0.0,0.0,0.000579094681980503,0.25639106854744,0.000579094681980503
1913,1913,permit,,1913.0,0,9,4.3e-05,0.000136,10,33,43,0.0,0.0,0.0,0.00221986294759193,0.296017814213483,0.00221986294759193
1914,1914,unreserved,,1914.0,0,5,0.000176,0.0,9,0,9,0.280028,0.294246,5272.878943,0.00250941028858218,0.295975410859492,0.00250941028858218
1915,1915,creaming,,1915.0,0,25,0.00032900000000000003,0.0,11,0,11,0.0,0.0,0.0,0.000868642022970755,0.281376558341065,0.000868642022970755
1916,1916,swoon,,1916.0,0,23,9.6e-05,0.0,7,0,7,0.0,0.0,0.0,0.00106167358363092,0.263150404137919,0.00106167358363092
1917,1917,province,,1917.0,0,3,2.2e-05,0.0,6,0,6,0.0,0.0,0.0,0.000579094681980503,0.278037024411297,0.000579094681980503
1918,1918,harmful,,1918.0,0,11,0.000304,0.0,8,0,8,0.0,0.0,0.0,0.000579094681980503,0.276090267405611,0.000579094681980503
1919,1919,opinionated,,1919.0,0,12,7.900000000000001e-05,0.0,9,0,9,0.0,0.0,0.0,0.000772126242640671,0.277179161731341,0.000772126242640671
1920,1920,goon,,1920.0,0,10,0.011366,0.011504,86,99,185,0.0,0.0,0.0,0.000868642022970755,0.272069464764841,0.000868642022970755
1921,1921,grubber,,1921.0,0,6,1.3000000000000001e-05,0.0,7,0,7,0.30255,0.321523,30895.684995,0.00974809381333848,0.317809140063696,0.00974809381333848
1922,1922,peregrination,,1922.0,0,6,4.8e-05,0.0,6,0,6,0.0,0.0,0.0,0.000675610462310587,0.263150404137919,0.000675610462310587
1923,1923,mob,,1923.0,0,3,6.9e-05,6.500000000000001e-05,32,41,73,0.0,0.0,0.0,0.000579094681980503,0.279148902052219,0.000579094681980503
1924,1924,perpend,,1924.0,0,4,6.500000000000001e-05,8.6e-05,13,15,28,0.275742,0.289397,18628.682401,0.00328153653122285,0.289904077787927,0.00328153653122285
1925,1925,ruffian,,1925.0,0,10,0.001515,0.0,7,0,7,0.255254,0.266712,0.0,0.00144773670495125,0.277194035847882,0.00144773670495125
1926,1926,permanently,,1926.0,0,25,0.000195,0.000193,8,12,20,0.0,0.0,0.0,0.000675610462310587,0.28637620834513,0.000675610462310587
1927,1927,ovation,,1927.0,0,18,7.000000000000001e-06,8.7e-05,5,9,14,0.239386,0.248449,0.0,0.001158189363961,0.253410069565604,0.001158189363961
1928,1928,detriment,,1928.0,0,25,0.00040300000000000004,0.0,9,0,9,0.221883,0.229264,0.0,0.000772126242640671,0.274556758691681,0.000772126242640671
1929,1929,ruckus,,1929.0,0,1,0.00015800000000000002,0.0,24,0,24,0.0,0.0,0.0,0.000868642022970755,0.28169111700206,0.000868642022970755
1930,1930,mishmash,,1930.0,0,1,3.9e-05,0.0,14,0,14,0.0,0.0,0.0,0.00221986294759193,0.301591642564605,0.00221986294759193
1931,1931,effect,,1931.0,0,9,0.00025499999999999996,0.000241,32,60,92,0.0,0.0,0.0,0.00135122092462117,0.268659221824792,0.00135122092462117
1932,1932,worst,,1932.0,0,13,0.000405,0.0,13,0,13,0.294113,0.312976,51863.5661,0.00588746260013512,0.321028610548167,0.00588746260013512
1933,1933,hash,,1933.0,0,1,7.2e-05,0.000262,26,66,92,0.0,0.0,0.0,0.00125470514429109,0.309701472391947,0.00125470514429109
1934,1934,prince,,1934.0,0,15,0.000193,3.9e-05,22,11,33,0.274267,0.28963,5784.68377,0.00588746260013512,0.311795186697971,0.00588746260013512
1935,1935,gutsiness,,1935.0,0,2,1.8e-05,0.0,8,0,8,0.224041,0.231184,850.667956,0.00260592606891226,0.250254874183677,0.00260592606891226
1936,1936,large,,1936.0,0,17,0.0045850000000000005,0.004906000000000001,21,38,59,0.0,0.0,0.0,0.000772126242640671,0.262835743043061,0.000772126242640671
1937,1937,sow,,1937.0,0,9,1.4000000000000001e-05,0.0,7,0,7,0.286541,0.303068,15811.83694,0.00366759965254319,0.310008153519897,0.00366759965254319
1938,1938,stream,,1938.0,0,6,8e-05,0.000413,14,83,97,0.0,0.0,0.0,0.000579094681980503,0.269979138557742,0.000579094681980503
1939,1939,demise,,1939.0,0,9,0.001625,0.0018390000000000001,33,50,83,0.308709,0.327244,37437.268203,0.00772126242640671,0.328636649575345,0.00772126242640671
1940,1940,downhill,,1940.0,0,14,0.000324,0.001684,21,30,51,0.317969,0.335107,36109.186879,0.00415017855419361,0.337196348196702,0.00415017855419361
1941,1941,careen,,1941.0,0,6,0.0005139999999999999,0.000553,55,65,120,0.298741,0.314234,27028.838739,0.00279895762957243,0.324232549227962,0.00279895762957243
1942,1942,dupe,,1942.0,0,13,0.000269,0.000468,30,52,82,0.303293,0.322913,10359.470467,0.00617700994112537,0.318269307333659,0.00617700994112537
1943,1943,image,,1943.0,0,24,0.000231,0.000207,49,68,117,0.291122,0.307237,51116.072132,0.00482578901650419,0.313831577996007,0.00482578901650419
1944,1944,acclimatize,,1944.0,0,20,8.7e-05,9.300000000000001e-05,14,14,28,0.277429,0.293661,55932.873959,0.0059839783804652,0.298904079971373,0.0059839783804652
1945,1945,tumbling,,1945.0,0,9,8.6e-05,0.0,8,0,8,0.268808,0.280865,0.0,0.00144773670495125,0.285166769240658,0.00144773670495125
1946,1946,coracle,,1946.0,0,19,8e-06,0.0,10,0,10,0.0,0.0,0.0,0.000772126242640671,0.278029541849684,0.000772126242640671
1947,1947,vision,,1947.0,0,24,0.000198,0.00021,32,47,79,0.0,0.0,0.0,0.000965157803300839,0.248610798124186,0.000965157803300839
1948,1948,thunder,,1948.0,0,0,0.00011899999999999999,0.0,15,0,15,0.279769,0.294595,35975.678225,0.00405366277386352,0.295611242876575,0.00405366277386352
1949,1949,denotation,,1949.0,0,24,4.9e-05,7.8e-05,8,13,21,0.0,0.0,0.0,0.00125470514429109,0.277633541588524,0.00125470514429109
1950,1950,mome,,1950.0,0,10,0.010039,0.010065000000000001,78,79,157,0.261732,0.273465,1632.446261,0.00125470514429109,0.281437880463402,0.00125470514429109
1951,1951,head,,1951.0,0,3,0.008424,0.008975,131,181,312,0.291644,0.309288,0.0,0.00772126242640671,0.307580734668648,0.00772126242640671
1952,1952,confide,,1952.0,0,9,0.000128,0.0,7,0,7,0.350055,0.37589,725703.537725,0.0159251037544638,0.364950604636518,0.0159251037544638
1953,1953,quick-witted,,1953.0,0,8,0.00044400000000000006,0.0,9,0,9,0.0,0.0,0.0,0.000675610462310587,0.281752576323412,0.000675610462310587
1954,1954,bemused,,1954.0,0,12,4.6e-05,0.0,9,0,9,0.0,0.0,0.0,0.000868642022970755,0.287236125227307,0.000868642022970755
1955,1955,sedulously,,1955.0,0,8,0.000268,0.0,10,0,10,0.0,0.0,0.0,0.000868642022970755,0.266112557726304,0.000868642022970755
1956,1956,privy,,1956.0,0,24,8.4e-05,0.0,12,0,12,0.0,0.0,0.0,0.000965157803300839,0.271347719277455,0.000965157803300839
1957,1957,oppressive,,1957.0,0,12,0.000307,0.0,18,0,18,0.0,0.0,0.0,0.00106167358363092,0.27451298602462,0.00106167358363092
1958,1958,indignant,,1958.0,0,8,0.0019199999999999998,0.002038,30,32,62,0.0,0.0,0.0,0.0017372840459415101,0.298964628893696,0.0017372840459415101
1959,1959,queerish,,1959.0,0,10,0.000492,0.000541,34,40,74,0.269912,0.283925,0.0,0.00308850497056268,0.286869233778096,0.00308850497056268
1960,1960,incidental,,1960.0,0,23,0.00016,0.0,25,0,25,0.279197,0.294644,7746.672389,0.00376411543287327,0.294230511393557,0.00376411543287327
1961,1961,shriek,,1961.0,0,0,9e-05,0.0,11,0,11,0.0,0.0,0.0,0.00241289450825209,0.288189626089337,0.00241289450825209
1962,1962,heinie,,1962.0,0,4,5.9e-05,6.2e-05,25,27,52,0.0,0.0,0.0,0.00106167358363092,0.269852202383517,0.00106167358363092
1963,1963,chorale,,1963.0,0,18,6e-06,5e-06,6,6,12,0.269083,0.281717,0.0,0.00270244184924235,0.287940625882844,0.00270244184924235
1964,1964,pother,,1964.0,0,1,0.000174,0.0,27,0,27,0.230422,0.238719,3660.409209,0.000772126242640671,0.255914729521429,0.000772126242640671
1965,1965,shipwreck,,1965.0,0,6,0.000164,0.00021,8,22,30,0.0,0.0,0.0,0.00241289450825209,0.302820427835929,0.00241289450825209
1966,1966,abominable,,1966.0,0,11,0.00079,0.000772,32,33,65,0.269671,0.28262,2366.063398,0.00202683138693176,0.282222086981658,0.00202683138693176
1967,1967,advise,,1967.0,0,0,0.000133,0.00018999999999999998,16,26,42,0.274524,0.288781,0.0,0.00318502075089277,0.28717225061989,0.00318502075089277
1968,1968,con,,1968.0,0,13,0.000429,0.0,66,0,66,0.266004,0.278386,14518.096188,0.00250941028858218,0.287180233392188,0.00250941028858218
1969,1969,terrible,,1969.0,0,11,0.0032979999999999997,0.004569,81,108,189,0.0,0.0,0.0,0.00559791525914487,0.327407673069993,0.00559791525914487
1970,1970,fabulous,,1970.0,0,17,0.102387,0.104625,120,132,252,0.307893,0.330064,80195.292726,0.00878293601003764,0.323450899062322,0.00878293601003764
1971,1971,insolent,,1971.0,0,13,0.00014,0.003906,17,107,124,0.326538,0.35054,163144.447365,0.0128365987839011,0.343531463972685,0.0128365987839011
1972,1972,intransigent,,1972.0,0,12,7.900000000000001e-05,0.0,9,0,9,0.307487,0.327615,60407.088413,0.0103271884953189,0.321478146503938,0.0103271884953189
1973,1973,rehab,,1973.0,0,20,4e-06,7.000000000000001e-06,4,8,12,0.0,0.0,0.0,0.000868642022970755,0.272069464764841,0.000868642022970755
1974,1974,despair,,1974.0,0,11,9e-06,0.0,8,0,8,0.210221,0.216071,5852.14718,0.000772126242640671,0.259338832112927,0.000772126242640671
1975,1975,delirium,,1975.0,0,1,1.1e-05,0.0,6,0,6,0.0,0.0,0.0,0.000675610462310587,0.242871422903603,0.000675610462310587
1976,1976,bitchy,,1976.0,0,12,0.0013449999999999998,0.0,6,0,6,0.0,0.0,0.0,0.000579094681980503,0.25475985687637,0.000579094681980503
1977,1977,wacky,,1977.0,0,10,0.001508,0.0015220000000000001,88,120,208,0.0,0.0,0.0,0.000579094681980503,0.286011508985093,0.000579094681980503
1978,1978,clique,,1978.0,0,3,6.8e-05,8.499999999999999e-05,13,17,30,0.293498,0.314112,31309.94752,0.0105202200559791,0.310520640698845,0.0105202200559791
1979,1979,bias,,1979.0,0,20,0.000262,0.000283,22,29,51,0.270354,0.28234,0.0,0.00164076826561142,0.292142117921289,0.00164076826561142
1980,1980,report,,1980.0,0,6,0.00048600000000000005,0.001644,40,55,95,0.268337,0.280551,10875.110376,0.00250941028858218,0.292937355489567,0.00250941028858218
1981,1981,pygmy,,1981.0,0,19,0.0012900000000000001,0.0,12,0,12,0.31597,0.334299,99579.513856,0.0054048836984847,0.334034587301169,0.0054048836984847
1982,1982,tang,,1982.0,0,6,5.9e-05,0.0,7,0,7,0.0,0.0,0.0,0.001158189363961,0.297338371450584,0.001158189363961
1983,1983,stew,,1983.0,0,1,0.00020299999999999997,0.000265,47,116,163,0.0,0.0,0.0,0.000675610462310587,0.27901319891027,0.000675610462310587
1984,1984,enumerate,,1984.0,0,24,1.8e-05,2.6000000000000002e-05,8,13,21,0.298124,0.319653,63117.12651,0.010423704275649,0.314328101623226,0.010423704275649
1985,1985,insincere,,1985.0,0,24,4.1e-05,0.0,9,0,9,0.247095,0.25742,1656.934756,0.00106167358363092,0.274214245946929,0.00106167358363092
1986,1986,antiseptic,,1986.0,0,11,0.0027600000000000003,0.003078,30,59,89,0.0,0.0,0.0,0.000868642022970755,0.261042594401924,0.000868642022970755
1987,1987,well-conditioned,,1987.0,0,5,9.9e-05,0.0,7,0,7,0.296967,0.313267,120943.28551,0.00579094681980503,0.315972036825623,0.00579094681980503
1988,1988,cognizance,,1988.0,0,4,5.7999999999999994e-05,0.0,6,0,6,0.0,0.0,0.0,0.000675610462310587,0.280041791115734,0.000675610462310587
1989,1989,nascence,,1989.0,0,9,2.9999999999999997e-05,0.0,7,0,7,0.0,0.0,0.0,0.000579094681980503,0.264640138225589,0.000579094681980503
1990,1990,superintend,,1990.0,0,4,0.001402,0.001442,24,32,56,0.0,0.0,0.0,0.000675610462310587,0.264274575771272,0.000675610462310587
1991,1991,frank,,1991.0,0,5,0.000176,0.0,9,0,9,0.293733,0.308059,7316.863731,0.00241289450825209,0.305425623534385,0.00241289450825209
1992,1992,confused,,1992.0,0,9,5.3e-05,0.0,7,0,7,0.0,0.0,0.0,0.000868642022970755,0.281376558341065,0.000868642022970755
1993,1993,vehement,,1993.0,0,8,0.001134,0.00228,41,63,104,0.0,0.0,0.0,0.000675610462310587,0.268554465051095,0.000675610462310587
1994,1994,loop,,1994.0,0,1,5.6999999999999996e-05,0.0,11,0,11,0.293372,0.312184,45764.601181,0.0059839783804652,0.314941368656847,0.0059839783804652
1995,1995,baby,,1995.0,0,3,0.000342,0.000592,44,70,114,0.0,0.0,0.0,0.00106167358363092,0.288826126423734,0.00106167358363092
1996,1996,shadows,,1996.0,0,11,3.8e-05,4e-05,16,19,35,0.313765,0.331963,113916.144373,0.0069491361837660404,0.327875264719622,0.0069491361837660404
1997,1997,brigade,,1997.0,0,3,6.6e-05,0.000524,12,59,71,0.258557,0.269375,253710.742646,0.00193031560660167,0.268910971837434,0.00193031560660167
1998,1998,josh,,1998.0,0,24,0.0015630000000000002,0.0,18,0,18,0.291189,0.308711,17655.660697,0.00569443103947495,0.325284059069602,0.00569443103947495
1999,1999,affliction,,1999.0,0,1,4.6e-05,0.000155,28,36,64,0.0,0.0,0.0,0.00135122092462117,0.308213900058193,0.00135122092462117
2000,2000,legendary,,2000.0,0,24,0.0012779999999999998,0.001181,7,3,10,0.252413,0.263556,29161.916128,0.0034745680918830202,0.296732011605312,0.0034745680918830202
